,Age,Gender,City,Education,Income,Dateofjoining,Joining_Designation,Grade,Total_Business_Value,is_rating_increased,is_income_increased,is_grade_increased,is_joining_increased
344,41.0,1.0,C13,1,58207,2016-05-17,1,2,16290800,0,0,0,0
345,29.0,0.0,C1,0,33320,2020-07-03,2,2,253660,0,0,0,0
346,39.0,0.0,C24,1,57225,2018-08-05,2,2,609830,0,0,0,0
347,28.0,1.0,C1,1,52572,2018-02-17,1,1,184650,0,0,0,0
348,29.0,0.0,C16,2,56243,2020-11-15,2,2,0,0,0,0,0
349,33.0,1.0,C25,0,97153,2018-01-21,2,3,10732480,0,0,0,0
350,36.0,1.0,C13,0,61575,2020-09-21,2,2,1754320,1,0,0,0
351,35.0,1.0,C27,0,92559,2019-07-06,3,3,0,0,0,0,0
352,28.0,1.0,C23,1,42027,2020-11-06,2,2,0,0,0,0,0
353,31.0,0.0,C15,1,74051,2015-07-30,1,2,3702370,0,0,0,0
354,26.0,0.0,C13,2,38390,2018-10-07,1,1,0,0,0,0,0
355,39.0,0.0,C18,2,80489,2020-10-26,3,3,607260,0,0,0,0
356,41.0,0.0,C4,2,93113,2015-11-07,1,2,4292240,0,0,0,0
357,30.2,0.0,C27,1,78754,2016-04-20,2,3,26975690,0,0,0,0
358,36.0,0.0,C20,0,43083,2016-04-29,1,1,1628780,0,0,0,0
359,40.0,0.0,C17,0,74684,2018-09-02,2,2,2652520,0,0,0,0
360,47.0,0.0,C22,1,30921,2015-12-24,1,3,15036790,1,0,0,0
361,34.0,0.0,C24,2,65053,2018-07-14,2,2,705550,0,0,0,0
362,33.0,0.0,C10,1,88180,2020-10-04,3,3,1465000,0,0,0,0
363,37.0,0.0,C8,0,120771,2019-06-15,2,4,0,0,0,0,0
364,32.0,0.0,C28,0,14489,2019-01-06,1,1,210000,0,0,0,0
365,39.0,1.0,C18,0,50457,2020-05-11,3,3,5715360,1,0,0,0
366,36.0,0.0,C14,0,17047,2019-06-08,1,1,2097840,0,0,0,0
367,37.0,0.0,C13,2,78656,2020-05-29,3,3,1193290,0,0,0,0
368,30.0,1.0,C6,2,88515,2017-08-11,1,3,51680810,0,1,1,0
369,29.0,0.0,C22,0,63479,2018-06-12,1,1,2759970,0,0,0,0
370,28.0,0.0,C24,2,128590,2017-06-09,1,4,25128430,0,0,0,0
371,43.0,1.0,C9,2,81206,2018-10-14,1,2,6940080,0,0,0,0
372,27.0,0.0,C3,1,60246,2019-11-28,1,1,4103180,1,0,0,0
373,40.0,0.0,C16,1,113125,2013-08-11,2,4,16391700,0,0,0,0
374,32.0,0.0,C6,2,81288,2020-05-31,3,3,4732810,1,0,0,0
375,32.0,0.0,C23,2,73933,2019-09-20,3,3,0,0,0,0,0
376,31.0,1.0,C3,1,55108,2020-09-04,2,2,0,0,0,0,0
377,32.0,0.0,C15,1,36856,2019-11-28,1,1,2888690,1,0,0,0
378,32.0,0.0,C8,0,33956,2019-01-05,2,2,0,0,0,0,0
379,31.0,1.0,C22,0,50832,2020-02-01,3,3,5971490,1,0,0,0
380,37.0,0.0,C10,1,65389,2014-04-04,2,4,30318780,0,0,0,0
381,25.0,0.0,C11,0,32466,2020-09-25,1,1,184290,0,0,0,0
382,30.0,0.0,C20,2,70415,2015-08-20,1,3,22457270,1,0,0,0
383,41.0,1.0,C16,2,123390,2013-11-05,1,5,0,0,0,0,0
384,46.0,0.0,C19,0,104473,2013-10-14,2,4,3363930,0,0,0,0
385,37.0,0.0,C12,2,123361,2019-07-15,4,4,23995570,0,0,0,0
386,30.0,1.0,C17,2,45357,2019-08-17,1,1,0,0,0,0,0
387,35.0,1.0,C26,1,45193,2020-07-07,2,2,0,0,0,0,0
388,23.0,1.0,C5,1,54992,2020-11-20,2,2,700000,0,0,0,0
389,33.0,1.0,C19,0,16749,2020-07-31,3,3,400280,0,0,0,0
390,29.0,0.0,C12,2,67194,2020-10-30,3,3,442730,0,0,0,0
391,29.0,1.0,C15,0,37575,2019-12-05,2,2,3415470,1,0,0,0
392,32.0,1.0,C8,0,53577,2020-04-25,2,2,1126370,1,0,0,0
393,35.0,0.0,C16,2,46139,2020-10-02,3,3,359320,0,0,0,0
394,39.0,0.0,C24,1,47419,2018-12-10,1,1,117860,0,0,0,0
395,34.0,0.0,C27,2,86072,2019-07-16,3,3,1457350,0,0,0,0
396,35.0,1.0,C8,2,87438,2018-01-13,2,2,4847980,0,0,0,0
397,23.0,1.0,C23,0,64179,2019-12-19,2,2,0,0,0,0,0
398,32.0,0.0,C29,0,83926,2019-11-17,3,3,0,0,0,0,0
399,31.0,0.0,C13,2,26067,2018-10-09,1,1,0,0,0,0,0
400,31.0,0.0,C1,0,39660,2020-02-10,2,2,0,0,0,0,0
401,38.0,0.0,C12,0,59318,2020-05-08,3,3,0,0,0,0,0
402,39.0,1.0,C23,1,83429,2020-06-13,3,3,1613030,1,0,0,0
403,25.0,1.0,C16,1,62431,2018-07-28,1,1,0,0,0,0,0
404,32.0,0.0,C10,1,45068,2018-08-04,1,1,0,0,0,0,0
405,43.0,0.0,C11,1,42714,2018-07-13,1,1,2119680,0,0,0,0
406,28.0,1.0,C16,0,22918,2020-03-15,2,2,1220340,0,0,0,0
407,39.0,0.0,C19,1,29312,2018-06-01,1,1,1410810,0,0,0,0
408,31.0,1.0,C20,1,39164,2019-09-05,2,2,0,0,0,0,0
409,24.0,1.0,C20,2,22947,2018-12-03,1,1,0,0,0,0,0
410,30.0,0.0,C12,2,68341,2017-05-26,1,1,6644580,0,0,0,0
411,45.0,0.0,C10,1,56611,2015-07-23,1,2,11593960,0,0,0,0
412,42.0,1.0,C16,1,132558,2020-05-18,3,3,10574260,1,0,0,0
413,29.0,1.0,C4,0,26562,2019-08-08,1,1,0,0,0,0,0
414,40.0,1.0,C10,0,31674,2016-10-31,1,2,10289970,0,0,0,0
415,39.0,0.0,C12,1,35091,2018-12-21,1,1,0,0,0,0,0
416,45.0,0.0,C28,2,80716,2018-10-21,1,2,9979710,0,0,0,0
417,32.0,1.0,C12,2,49475,2019-10-18,1,1,4758570,1,0,0,0
418,26.0,0.0,C2,2,41638,2020-05-01,1,1,0,0,0,0,0
419,36.0,1.0,C19,0,23107,2018-07-23,2,2,0,0,0,0,0
420,28.0,0.0,C9,1,52307,2019-12-09,2,2,4593470,1,0,0,0
421,36.0,1.0,C16,1,110964,2020-03-08,3,3,13593340,0,0,0,0
422,24.0,0.0,C15,1,20170,2018-10-19,1,1,250000,0,0,0,0
423,30.0,1.0,C16,1,65035,2020-06-22,2,2,149040,0,0,0,0
424,31.0,0.0,C20,2,65571,2020-11-06,2,2,0,0,0,0,0
425,43.0,0.0,C3,2,47668,2020-09-28,3,3,0,0,0,0,0
426,40.0,0.0,C12,1,103119,2018-05-11,4,4,7596440,0,0,0,0
427,32.0,1.0,C16,0,96956,2020-05-08,3,3,2207980,0,0,0,0
428,23.0,0.0,C5,1,49888,2019-11-21,2,2,0,0,0,0,0
429,45.0,1.0,C21,0,42544,2018-06-20,1,1,1787540,0,0,0,0
430,33.0,1.0,C15,1,49653,2015-08-06,2,2,2193610,0,0,0,0
431,25.0,0.0,C26,0,55804,2019-01-16,2,2,115940,0,0,0,0
432,40.0,0.0,C6,1,29231,2015-11-22,1,2,7165360,0,0,0,0
433,33.0,0.0,C21,1,48682,2020-12-14,2,2,0,0,0,0,0
434,25.0,0.0,C8,0,92079,2020-06-29,3,3,152640,0,0,0,0
435,28.0,1.0,C29,0,68751,2020-09-05,1,1,0,0,0,0,0
436,34.0,0.0,C21,2,58130,2020-12-15,2,2,0,0,0,0,0
437,43.0,1.0,C8,1,40777,2019-05-23,1,1,0,0,0,0,0
438,35.0,1.0,C20,2,22793,2018-06-13,1,1,580500,0,0,0,0
439,26.0,1.0,C29,0,10747,2020-04-13,2,2,0,0,0,0,0
440,26.0,1.0,C29,0,41099,2019-07-04,1,1,5648380,0,0,0,0
441,51.0,1.0,C1,2,59796,2018-10-23,1,1,0,0,0,0,0
442,45.0,1.0,C15,2,52199,2018-09-08,1,1,1250680,0,0,0,0
443,36.0,0.0,C29,1,83253,2019-10-31,3,3,0,0,0,0,0
444,28.0,1.0,C23,1,98996,2019-01-09,4,4,12922130,0,0,0,0
445,35.0,0.0,C27,0,27882,2020-04-06,1,1,4987200,0,0,0,0
446,36.0,0.0,C26,2,109652,2014-05-30,2,3,4760130,1,0,0,0
447,39.0,0.0,C9,0,31056,2020-05-02,3,3,1027790,0,0,0,0
448,33.0,0.0,C17,1,82822,2020-08-02,3,3,950000,1,0,0,0
449,33.0,0.0,C22,1,106727,2019-10-29,3,3,3570400,1,0,0,0
450,35.0,0.0,C23,1,86823,2017-08-21,3,4,11940020,0,0,0,0
451,34.0,0.0,C10,0,51086,2020-03-11,2,2,2256420,0,0,0,0
452,32.0,1.0,C9,0,12934,2018-11-30,2,2,181250,0,0,0,0
453,37.0,0.0,C28,2,31137,2020-03-14,1,1,0,0,0,0,0
454,35.0,0.0,C8,2,68045,2020-09-06,2,2,660480,1,0,0,0
455,37.0,0.0,C26,0,61243,2019-10-25,1,1,5181790,1,0,0,0
456,36.0,0.0,C1,1,35731,2019-06-24,1,1,200000,0,0,0,0
457,28.0,0.0,C10,0,87872,2020-11-23,3,3,0,0,0,0,0
458,39.0,0.0,C27,1,77182,2015-09-06,1,4,17244320,0,0,0,0
459,28.0,0.0,C26,2,35112,2019-07-21,1,1,980720,1,0,0,0
460,35.0,1.0,C29,1,84554,2019-12-06,2,3,23376420,1,1,1,0
461,26.0,1.0,C23,1,29698,2019-11-10,1,1,4507470,1,0,0,0
462,36.0,0.0,C24,0,109296,2016-06-20,2,3,0,0,0,0,0
463,29.0,0.0,C14,0,96233,2020-12-05,3,3,0,0,0,0,0
464,30.2,0.0,C1,2,71812,2017-02-10,1,2,5083330,0,0,0,0
465,44.0,0.0,C8,1,43720,2019-07-04,2,2,2308640,0,0,0,0
466,29.0,0.0,C12,0,34793,2020-09-28,3,3,0,0,0,0,0
467,43.0,0.0,C14,2,50345,2015-07-23,1,2,13721360,0,0,0,0
468,29.0,1.0,C26,1,62542,2018-11-10,2,2,0,0,0,0,0
469,36.0,1.0,C14,2,20993,2020-09-21,1,1,195960,0,0,0,0
470,28.0,0.0,C19,0,34536,2020-09-04,2,2,1252200,1,0,0,0
471,31.0,1.0,C20,2,55239,2020-08-16,3,3,0,0,0,0,0
472,24.0,1.0,C2,1,20886,2018-11-16,1,1,212640,0,0,0,0
473,36.0,0.0,C27,1,55670,2019-10-25,1,1,5097450,1,0,0,0
474,43.0,0.0,C13,2,84481,2018-06-16,3,3,236100,0,0,0,0
475,37.0,0.0,C13,1,65170,2019-11-18,3,3,35969490,1,0,0,0
476,32.0,0.0,C12,1,44273,2019-09-10,2,2,0,0,0,0,0
477,36.0,0.0,C24,2,19649,2018-11-20,1,1,577480,0,0,0,0
478,36.0,1.0,C8,2,51658,2015-10-04,1,2,20915380,1,0,0,0
479,39.0,1.0,C11,1,55263,2015-08-27,1,2,6705230,0,0,0,0
480,41.0,0.0,C27,0,44342,2020-08-14,1,1,1722620,1,0,0,0
481,42.0,0.0,C19,2,152234,2018-07-24,3,4,41826510,0,0,0,0
482,28.0,0.0,C6,1,43855,2020-12-21,1,1,0,0,0,0,0
483,29.0,1.0,C6,0,52465,2020-02-02,2,2,0,0,0,0,0
484,35.0,1.0,C20,0,73359,2017-07-17,1,3,3447760,0,0,0,0
485,38.0,0.0,C1,2,31340,2019-01-15,1,1,202500,0,0,0,0
486,37.0,0.0,C28,1,56543,2019-09-23,3,3,8594640,1,0,0,0
487,37.0,0.0,C10,2,50504,2018-05-22,1,1,7055630,0,0,0,0
488,33.0,0.0,C16,1,60655,2018-05-21,1,4,41667690,0,1,1,0
489,40.0,1.0,C26,0,111743,2015-12-31,2,3,29530380,0,0,0,0
490,34.0,1.0,C19,2,37929,2020-01-06,1,1,7429260,1,0,0,0
491,32.0,1.0,C3,2,95826,2020-07-28,3,3,1277730,1,0,0,0
492,30.0,1.0,C2,0,31890,2020-02-02,2,2,1682570,1,0,0,0
493,27.0,0.0,C28,2,54026,2020-05-03,2,2,0,0,0,0,0
494,40.0,0.0,C13,0,70144,2019-07-04,2,2,381660,0,0,0,0
495,27.0,0.0,C25,2,39391,2020-12-21,1,1,0,0,0,0,0
496,31.0,1.0,C22,0,68356,2020-05-08,3,3,242560,0,0,0,0
497,29.0,1.0,C14,2,108091,2020-05-03,3,3,158570,0,0,0,0
498,35.0,0.0,C29,1,46169,2018-12-21,2,2,0,0,0,0,0
499,30.0,1.0,C5,2,70570,2017-06-30,1,2,1583300,0,0,0,0
500,42.0,1.0,C18,2,56877,2018-07-27,1,2,19649270,0,1,1,0
501,42.0,0.0,C25,2,52641,2018-01-10,1,1,16475160,0,0,0,0
502,33.0,1.0,C10,2,47682,2019-11-25,2,2,26819450,1,0,0,0
503,31.0,0.0,C11,0,59926,2020-07-31,2,2,1828010,1,0,0,0
504,29.0,1.0,C1,0,51593,2015-10-01,2,3,585630,0,0,0,0
505,41.0,1.0,C4,0,14989,2018-10-26,1,1,0,0,0,0,0
506,34.0,1.0,C20,0,96680,2020-05-27,3,3,6291840,1,0,0,0
507,28.0,1.0,C13,0,17660,2020-05-01,2,2,1648010,0,0,0,0
508,36.0,0.0,C7,2,100882,2020-09-28,3,3,1395620,0,0,0,0
509,42.0,1.0,C20,1,67624,2018-05-04,1,2,9218380,0,0,0,0
510,39.0,0.0,C23,0,86336,2020-02-27,3,3,4035480,0,0,0,0
511,30.0,0.0,C19,0,41093,2020-09-21,2,2,303910,0,0,0,0
512,30.0,0.0,C26,0,55828,2020-07-04,2,2,1034740,1,0,0,0
513,29.0,0.0,C12,0,66483,2018-08-24,2,2,1049120,0,0,0,0
514,28.0,1.0,C23,2,85926,2020-08-01,3,3,1613430,1,0,0,0
515,38.0,1.0,C9,1,78135,2018-12-17,2,2,3530650,0,0,0,0
516,27.0,1.0,C3,1,71458,2020-12-14,2,2,0,0,0,0,0
517,29.0,0.0,C2,1,115293,2019-10-13,3,3,1883780,0,0,0,0
518,33.0,1.0,C19,1,39119,2016-05-23,1,2,942130,0,0,0,0
519,28.0,0.0,C9,0,49553,2020-04-04,2,2,0,0,0,0,0
520,30.0,0.0,C15,0,64842,2019-10-22,2,2,1602040,0,0,0,0
521,47.0,1.0,C26,1,65856,2016-05-27,1,2,18872890,1,0,0,0
522,37.0,0.0,C10,1,95352,2015-10-15,1,3,23650380,0,0,0,0
523,34.0,1.0,C10,0,114230,2020-01-31,3,3,2959740,1,0,0,0
524,33.0,1.0,C27,1,38764,2018-01-20,1,1,1703720,0,0,0,0
525,24.0,0.0,C26,2,83294,2019-11-15,2,2,2241630,0,0,0,0
526,33.0,1.0,C9,2,46186,2018-10-19,1,1,850280,0,0,0,0
527,30.0,1.0,C23,2,49664,2019-11-03,2,2,0,0,0,0,0
528,32.0,1.0,C10,1,39216,2020-01-13,2,2,0,0,0,0,0
529,31.0,0.0,C17,0,29685,2019-11-03,1,1,200000,0,0,0,0
530,30.0,0.0,C1,0,13653,2018-08-17,1,1,2256960,0,0,0,0
531,23.0,1.0,C10,1,36474,2018-10-21,1,1,5936640,0,0,0,0
532,34.0,0.0,C23,2,54056,2018-05-21,1,2,7563910,0,0,0,0
533,33.0,1.0,C18,0,21673,2020-05-31,1,1,5923040,1,0,0,0
534,41.0,0.0,C6,2,54520,2017-06-13,1,2,1277510,0,0,0,0
535,30.0,1.0,C14,1,32150,2020-05-08,3,3,2626230,1,0,0,0
536,29.0,1.0,C8,2,79801,2020-09-08,3,3,812040,1,0,0,0
537,29.0,1.0,C4,2,101494,2019-12-13,3,3,142560,0,0,0,0
538,42.0,0.0,C22,0,53454,2020-12-25,3,3,0,0,0,0,0
539,23.0,1.0,C29,1,57931,2018-11-12,1,1,0,0,0,0,0
540,35.0,0.0,C15,1,104712,2014-05-18,2,3,20011620,0,0,0,0
541,32.0,0.0,C12,1,49936,2018-11-23,1,1,1567300,0,0,0,0
542,35.0,0.0,C24,0,18788,2019-12-01,2,2,0,0,0,0,0
543,36.0,0.0,C17,1,35219,2018-10-14,2,2,2465510,0,0,0,0
544,43.0,1.0,C15,0,38624,2018-09-29,2,2,145450,0,0,0,0
545,35.0,1.0,C28,0,51781,2018-09-09,2,2,1320320,0,0,0,0
546,36.0,1.0,C3,2,48059,2020-07-31,3,3,210670,0,0,0,0
547,29.0,0.0,C28,2,54358,2019-01-16,1,1,355360,0,0,0,0
548,31.0,0.0,C28,1,130429,2020-07-03,3,3,300000,0,0,0,0
549,44.0,0.0,C20,0,95388,2017-10-01,4,4,0,0,0,0,0
550,38.0,0.0,C16,2,149403,2013-07-13,2,5,54792310,0,1,1,0
551,27.0,0.0,C12,2,66599,2020-02-01,2,2,4336590,1,0,0,0
552,27.0,1.0,C8,1,105931,2019-12-07,3,3,1510890,0,0,0,0
553,35.0,0.0,C11,0,86516,2020-07-31,3,3,240920,0,0,0,0
554,35.0,0.0,C26,1,63632,2020-07-10,2,2,1015390,0,0,0,0
555,29.0,0.0,C6,2,34741,2020-04-25,1,1,3695100,1,0,0,0
556,28.0,1.0,C8,2,110445,2019-03-30,2,4,960000,0,0,0,0
557,34.0,0.0,C11,1,71776,2020-10-12,3,3,301150,0,0,0,0
558,34.0,1.0,C10,2,57888,2019-08-01,1,1,0,0,0,0,0
559,28.0,1.0,C3,0,18928,2020-07-24,1,1,942840,1,0,0,0
560,33.0,0.0,C14,1,35584,2019-06-01,1,1,0,0,0,0,0
561,33.0,1.0,C16,1,42953,2020-11-14,2,2,0,0,0,0,0
562,34.0,1.0,C12,1,41298,2019-12-05,3,3,3210720,0,0,0,0
563,34.0,0.0,C20,1,112322,2018-11-05,4,4,0,0,0,0,0
564,44.0,1.0,C1,0,64702,2018-09-12,2,2,106510,0,0,0,0
565,22.0,0.0,C4,0,36116,2020-10-10,2,2,0,0,0,0,0
566,35.0,0.0,C13,0,40926,2019-01-05,2,2,429430,0,0,0,0
567,30.0,1.0,C6,1,105966,2020-04-13,3,3,4689800,0,0,0,0
568,32.0,1.0,C13,2,54903,2020-06-05,3,3,0,0,0,0,0
569,24.0,1.0,C7,0,15327,2020-01-25,1,1,0,0,0,0,0
570,37.0,0.0,C29,1,76548,2016-10-17,1,2,16118660,1,0,0,0
571,27.0,0.0,C21,1,97203,2020-07-04,3,3,0,0,0,0,0
572,33.0,0.0,C19,2,40041,2020-12-11,1,1,186080,0,0,0,0
573,31.0,0.0,C8,2,78143,2018-09-09,2,2,4173650,0,0,0,0
574,29.0,1.0,C3,1,45969,2019-11-28,2,2,4618180,1,0,0,0
575,33.0,0.0,C11,2,42368,2019-11-01,3,3,100680,0,0,0,0
576,30.0,0.0,C18,2,77011,2020-08-29,2,2,532480,0,0,0,0
577,36.0,1.0,C12,1,36967,2020-07-10,2,2,0,0,0,0,0
578,34.0,1.0,C14,1,38546,2019-09-14,1,1,200000,0,0,0,0
579,48.0,1.0,C29,1,71072,2015-05-21,2,3,1555490,0,0,0,0
580,35.0,0.0,C14,2,31411,2020-08-23,1,1,1403820,1,0,0,0
581,37.0,1.0,C3,2,127380,2014-07-28,2,4,5474330,0,0,0,0
582,29.0,0.0,C23,0,51840,2020-08-29,2,2,2457760,1,0,0,0
583,30.0,0.0,C14,1,40008,2019-07-19,1,1,6583320,1,0,0,0
584,41.0,1.0,C17,2,55762,2018-10-06,1,1,1617190,0,0,0,0
585,23.0,1.0,C20,0,30083,2020-06-30,1,1,1500340,0,0,0,0
586,28.0,1.0,C1,2,62909,2019-11-02,2,2,860000,0,0,0,0
587,32.0,0.0,C18,0,13037,2019-10-04,1,1,0,0,0,0,0
588,46.0,1.0,C14,1,22931,2018-06-16,1,2,2576870,0,0,0,0
589,28.0,1.0,C10,1,17186,2018-10-14,1,1,0,0,0,0,0
590,45.0,1.0,C14,0,49509,2018-12-10,2,2,580610,0,0,0,0
591,30.0,1.0,C7,0,59241,2020-06-28,2,2,0,0,0,0,0
592,32.0,0.0,C23,1,31831,2017-12-18,1,1,420720,0,0,0,0
593,47.0,0.0,C14,2,123729,2015-07-26,2,4,34707890,0,0,0,0
594,32.0,1.0,C16,2,82632,2019-07-29,3,3,999000,1,0,0,0
595,27.0,0.0,C17,2,57667,2020-08-03,1,1,308510,0,0,0,0
596,27.0,1.0,C10,0,79461,2020-03-16,3,3,0,0,0,0,0
597,43.0,0.0,C25,1,118215,2019-07-14,4,4,39090190,1,0,0,0
598,33.0,0.0,C1,2,76536,2020-05-01,3,3,5950210,0,0,0,0
599,29.0,1.0,C10,1,31052,2017-12-26,1,1,3208020,0,0,0,0
600,44.0,1.0,C3,2,85450,2019-01-12,2,2,22269520,0,0,0,0
601,38.0,1.0,C20,0,113807,2019-06-30,3,3,0,0,0,0,0
602,29.0,0.0,C11,2,103494,2016-04-25,1,3,13697710,0,0,0,0
603,29.0,0.0,C8,1,62931,2018-05-25,1,2,13234050,1,0,0,0
604,40.0,0.0,C20,2,130781,2019-10-03,3,3,0,0,0,0,0
605,35.0,0.0,C27,0,70677,2020-07-06,3,3,0,0,0,0,0
606,31.0,1.0,C4,2,58323,2018-05-21,1,1,1473770,0,0,0,0
607,39.0,1.0,C19,0,97116,2019-11-21,3,3,517690,0,0,0,0
608,31.0,0.0,C13,1,135436,2018-08-04,5,5,0,0,0,0,0
609,32.0,0.0,C18,2,110299,2020-02-06,3,3,7091010,1,0,0,0
610,29.0,0.0,C18,0,31182,2020-12-28,1,1,0,0,0,0,0
611,34.0,0.0,C5,1,83615,2020-08-21,3,3,1742320,1,0,0,0
612,29.0,0.0,C12,0,69388,2018-01-30,1,2,36389370,0,0,0,0
613,35.0,0.0,C13,2,81352,2019-11-08,3,3,3050100,0,0,0,0
614,41.0,0.0,C4,1,34780,2020-12-19,2,2,0,0,0,0,0
615,44.0,0.0,C1,1,63352,2017-11-10,1,3,34913070,1,1,1,0
616,30.2,0.0,C15,2,67490,2016-04-26,1,3,23542730,1,0,0,0
617,34.0,0.0,C19,2,101880,2020-05-29,3,3,5003700,1,0,0,0
618,37.0,0.0,C9,1,37839,2018-11-13,2,2,1724200,0,0,0,0
619,33.0,0.0,C17,1,42243,2018-07-27,1,1,11318750,0,0,0,0
620,32.0,1.0,C1,2,36430,2020-09-13,2,2,0,0,0,0,0
621,29.0,0.0,C20,0,19456,2020-08-07,1,1,211440,0,0,0,0
622,30.0,1.0,C18,1,51497,2017-01-09,1,1,2330430,0,0,0,0
623,39.0,0.0,C22,2,44720,2019-05-21,2,2,1296780,1,0,0,0
624,33.0,0.0,C28,0,40531,2020-09-04,2,2,0,0,0,0,0
625,35.0,1.0,C2,0,19290,2018-09-22,1,1,228920,0,0,0,0
626,23.0,1.0,C6,0,13937,2020-12-14,1,1,0,0,0,0,0
627,35.0,1.0,C22,2,88414,2019-10-24,3,3,5958340,0,0,0,0
628,38.0,1.0,C12,1,110490,2019-08-08,4,4,1450000,0,0,0,0
629,27.0,1.0,C15,2,81944,2018-10-03,1,1,665120,0,0,0,0
630,40.0,0.0,C19,0,24752,2020-08-09,3,3,388710,0,0,0,0
631,26.0,0.0,C8,1,41980,2020-05-05,2,2,0,0,0,0,0
632,30.0,1.0,C20,0,108768,2017-06-19,1,3,382150,1,0,0,0
633,37.0,0.0,C3,1,46131,2020-06-12,1,1,1187640,1,0,0,0
634,34.0,0.0,C13,1,84637,2020-09-06,3,3,0,0,0,0,0
635,36.0,0.0,C10,0,73273,2020-01-03,2,2,0,0,0,0,0
636,27.0,0.0,C20,2,43322,2018-01-21,1,1,1520540,0,0,0,0
637,30.0,0.0,C11,2,62042,2019-10-24,2,2,0,0,0,0,0
638,32.0,1.0,C17,1,58943,2016-11-25,1,2,6576490,0,0,0,0
639,31.0,1.0,C20,0,50210,2020-11-28,3,3,0,0,0,0,0
640,27.0,0.0,C22,0,105510,2020-11-15,3,3,0,0,0,0,0
641,43.0,0.0,C23,2,56243,2020-05-03,2,2,2041340,1,0,0,0
642,35.0,0.0,C16,1,59656,2017-10-16,2,2,23441990,0,0,0,0
643,29.0,0.0,C29,0,44820,2020-10-18,2,2,0,0,0,0,0
644,36.0,0.0,C8,1,25894,2019-12-30,3,3,0,0,0,0,0
645,29.0,1.0,C4,1,57476,2019-05-26,3,3,488410,0,0,0,0
646,35.0,0.0,C27,0,63181,2017-07-11,1,3,4220370,0,0,0,0
647,34.0,0.0,C15,1,54288,2019-08-31,2,2,3721270,0,0,0,0
648,42.0,0.0,C26,1,87182,2019-12-08,3,3,0,0,0,0,0
649,23.0,0.0,C10,2,69449,2020-06-12,2,2,0,0,0,0,0
650,35.0,0.0,C27,2,35024,2016-04-26,1,2,8862230,0,0,0,0
651,32.0,0.0,C5,2,22913,2020-11-21,1,1,0,0,0,0,0
652,37.0,1.0,C26,1,18285,2018-11-30,1,1,386590,0,0,0,0
653,47.0,1.0,C8,1,123216,2016-11-28,1,4,34007130,0,0,0,0
654,31.0,1.0,C8,1,28308,2019-07-29,1,1,8598800,1,0,0,0
655,39.0,1.0,C2,0,85693,2017-05-23,1,3,3880190,0,0,0,0
656,24.0,1.0,C26,1,87853,2020-04-25,1,1,8595450,0,0,0,0
657,36.0,0.0,C11,1,107149,2020-11-01,3,3,0,0,0,0,0
658,26.0,0.0,C26,0,18544,2019-07-05,2,2,1750310,0,0,0,0
659,36.0,0.0,C5,1,45071,2020-07-11,2,2,0,0,0,0,0
660,30.0,0.0,C29,2,75986,2019-07-08,3,3,17467630,1,0,0,0
661,30.0,0.0,C29,0,51600,2019-10-28,2,2,0,0,0,0,0
662,37.0,1.0,C8,1,63587,2020-06-09,2,2,1818860,1,0,0,0
663,30.0,1.0,C22,2,70816,2019-11-28,2,2,1445280,0,0,0,0
664,31.0,0.0,C9,1,38990,2019-06-13,2,2,1923530,0,0,0,0
665,35.0,1.0,C23,2,23182,2020-04-05,1,1,0,0,0,0,0
666,41.0,1.0,C23,2,82503,2019-12-21,3,3,712590,0,0,0,0
667,36.0,1.0,C29,1,42314,2020-06-14,2,2,3360700,1,0,0,0
668,49.0,0.0,C3,2,76195,2015-12-10,1,2,6521890,0,0,0,0
669,41.0,0.0,C17,2,100303,2020-04-06,3,3,0,0,0,0,0
670,31.0,0.0,C26,1,54209,2020-07-17,2,2,2431500,0,0,0,0
671,35.0,0.0,C26,1,75467,2019-08-30,3,3,2007550,0,0,0,0
672,40.0,1.0,C22,0,72265,2018-11-27,2,3,36806180,1,1,1,0
673,31.0,0.0,C12,1,40253,2018-11-11,2,2,5522460,0,0,0,0
674,36.0,1.0,C4,0,84961,2015-10-15,2,3,38028190,1,0,0,0
675,32.0,1.0,C19,2,48639,2019-12-10,2,2,0,0,0,0,0
676,26.0,1.0,C7,2,92670,2020-10-30,3,3,127800,0,0,0,0
677,33.0,0.0,C21,2,60252,2015-05-28,2,2,4315560,0,0,0,0
678,32.0,0.0,C26,2,50434,2015-11-08,2,2,5353970,0,0,0,0
679,33.0,0.0,C24,2,29689,2018-08-10,1,1,1193450,0,0,0,0
680,37.0,0.0,C27,0,34849,2018-08-29,2,2,0,0,0,0,0
681,34.0,1.0,C21,1,30951,2019-12-06,2,2,456480,0,0,0,0
682,36.0,0.0,C6,0,49614,2019-06-30,2,2,618510,0,0,0,0
683,39.0,0.0,C29,1,62810,2020-08-21,3,3,927300,1,0,0,0
684,29.0,0.0,C20,2,63080,2020-12-12,3,3,0,0,0,0,0
685,27.0,0.0,C11,2,62232,2020-04-14,1,1,0,0,0,0,0
686,30.0,0.0,C23,2,46600,2019-11-11,2,2,4081830,0,0,0,0
687,24.0,0.0,C16,1,17676,2019-01-13,1,1,1542500,0,0,0,0
688,40.0,1.0,C8,0,78647,2020-06-02,3,3,2567880,0,0,0,0
689,32.0,1.0,C25,1,81547,2020-10-11,3,3,0,0,0,0,0
